id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,out,clearance,duel,off_camera,dribble,foul_committed,foul_won,interception,shot,goalkeeper,injury_stoppage,substitution,ball_recovery,bad_behaviour,block,related_events,location,bad_behaviour_card_id,bad_behaviour_card_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,related_events_3,pass_cut_back,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate
5c699ac8-6fac-4151-ad26-f639e41702f9,1079,1,00:30:53.598,30,53,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,1.1834,,3bba9d39-29f2-448e-94ea-91c8256e0405,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,61.0,44.6,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,22.812716,-0.8474303,1.0,Ground Pass,76.1,27.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bba9d39-29f2-448e-94ea-91c8256e0405,1080,1,00:30:54.782,30,54,42,Ball Receipt*,53,217,Barcelona,1,Regular Play,217,Barcelona,,,5c699ac8-6fac-4151-ad26-f639e41702f9,6379,Sergi Roberto Carnicer,15,Left Center Midfield,76.1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c65c12f9-66e3-4d45-931d-e5b7d7b6df5e,1081,1,00:30:54.782,30,54,43,Carry,53,217,Barcelona,1,Regular Play,217,Barcelona,2.0153,,3bba9d39-29f2-448e-94ea-91c8256e0405,6379,Sergi Roberto Carnicer,15,Left Center Midfield,76.1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d85f71b-6892-4833-a318-7a278bd2b9b0,87.1,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d85f71b-6892-4833-a318-7a278bd2b9b0,1082,1,00:30:56.797,30,56,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,1.2684,,f079b507-956b-4c42-bbb7-b96bafea48d1,6379,Sergi Roberto Carnicer,15,Left Center Midfield,87.1,31.3,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,18.023596,-0.9073201,1.0,Ground Pass,98.2,17.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f079b507-956b-4c42-bbb7-b96bafea48d1,1083,1,00:30:58.065,30,58,42,Ball Receipt*,53,217,Barcelona,1,Regular Play,217,Barcelona,,,8d85f71b-6892-4833-a318-7a278bd2b9b0,4320,Neymar da Silva Santos Junior,21,Left Wing,98.2,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560234f1-c267-4c80-81cb-28c9b246123f,1084,1,00:30:58.065,30,58,43,Carry,53,217,Barcelona,1,Regular Play,217,Barcelona,2.455,,f079b507-956b-4c42-bbb7-b96bafea48d1,4320,Neymar da Silva Santos Junior,21,Left Wing,98.2,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4cf1908-1d70-4dbc-b7d0-ae7ac7eed31e,104.5,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4cf1908-1d70-4dbc-b7d0-ae7ac7eed31e,1085,1,00:31:00.520,31,0,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,0.4769,,4398f4bd-8244-4d5f-a4bf-a4147f7dc436,4320,Neymar da Silva Santos Junior,21,Left Wing,104.5,29.8,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,9.202173,1.5490606,1.0,Ground Pass,104.7,39.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398f4bd-8244-4d5f-a4bf-a4147f7dc436,1086,1,00:31:00.997,31,0,42,Ball Receipt*,53,217,Barcelona,1,Regular Play,217,Barcelona,,,f4cf1908-1d70-4dbc-b7d0-ae7ac7eed31e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,104.7,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27720eb4-99f4-46fb-8c3c-50830462c65a,1087,1,00:31:00.997,31,0,43,Carry,53,217,Barcelona,1,Regular Play,217,Barcelona,4.9841,,4398f4bd-8244-4d5f-a4bf-a4147f7dc436,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,104.7,39.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bb27046-6a76-42e3-b279-8847e42291ed,93.4,27.3,59fb5725-dfca-48f4-b4f8-36d02baef01b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59fb5725-dfca-48f4-b4f8-36d02baef01b,1088,1,00:31:03.973,31,3,17,Pressure,53,217,Barcelona,1,Regular Play,218,Real Betis,2.776912,,27720eb4-99f4-46fb-8c3c-50830462c65a,27346,Petros Matheus dos Santos Araújo,13,Right Center Midfield,17.4,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bb27046-6a76-42e3-b279-8847e42291ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bb27046-6a76-42e3-b279-8847e42291ed,1089,1,00:31:05.981,31,5,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,0.9705,,59fb5725-dfca-48f4-b4f8-36d02baef01b,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,93.4,27.3,,,True,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,10.492378,2.9498045,1.0,Ground Pass,83.1,29.3,38.0,Left Foot,,,9b6be60e-e446-4ca4-925f-0e70b2c7b60e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b6be60e-e446-4ca4-925f-0e70b2c7b60e,1090,1,00:31:06.952,31,6,42,Ball Receipt*,53,217,Barcelona,1,Regular Play,217,Barcelona,,,4bb27046-6a76-42e3-b279-8847e42291ed,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,83.1,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f55212c-6f23-48f7-ad96-f3a6db44d877,1091,1,00:31:06.952,31,6,43,Carry,53,217,Barcelona,1,Regular Play,217,Barcelona,0.7049,,4bdb4c0d-3900-4e7e-97a7-760cd3d88446,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,83.1,29.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b6be60e-e446-4ca4-925f-0e70b2c7b60e,83.1,32.3,9fbc2cf1-93c7-4f4b-98b6-41aa294188aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bdb4c0d-3900-4e7e-97a7-760cd3d88446,1092,1,00:31:07.292,31,7,17,Pressure,53,217,Barcelona,1,Regular Play,218,Real Betis,1.0349,,7f55212c-6f23-48f7-ad96-f3a6db44d877,27346,Petros Matheus dos Santos Araújo,13,Right Center Midfield,33.9,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fbc2cf1-93c7-4f4b-98b6-41aa294188aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fbc2cf1-93c7-4f4b-98b6-41aa294188aa,1093,1,00:31:07.657,31,7,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,1.4072,,1ce056cd-e5d4-4c32-8e8b-24f676b771ba,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,83.1,32.3,,,True,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,14.413882,2.077895,1.0,Ground Pass,76.1,44.9,38.0,Left Foot,,,4bdb4c0d-3900-4e7e-97a7-760cd3d88446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ce056cd-e5d4-4c32-8e8b-24f676b771ba,1094,1,00:31:09.064,31,9,42,Ball Receipt*,53,217,Barcelona,1,Regular Play,217,Barcelona,,,9fbc2cf1-93c7-4f4b-98b6-41aa294188aa,4324,Daniel Alves da Silva,2,Right Back,76.1,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410205e0-4ca1-4c58-8b86-072982bd94f0,1095,1,00:31:09.064,31,9,43,Carry,53,217,Barcelona,1,Regular Play,217,Barcelona,0.9803,,1ce056cd-e5d4-4c32-8e8b-24f676b771ba,4324,Daniel Alves da Silva,2,Right Back,76.1,44.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89661ed9-bd0d-48f4-91f7-0ed625b6f8e8,74.9,44.7,8e49713d-787a-44c7-bb7a-166bb382b617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89661ed9-bd0d-48f4-91f7-0ed625b6f8e8,1096,1,00:31:09.757,31,9,17,Pressure,53,217,Barcelona,1,Regular Play,218,Real Betis,0.7611,,410205e0-4ca1-4c58-8b86-072982bd94f0,6697,Daniel Ceballos Fernández,16,Left Midfield,39.3,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e49713d-787a-44c7-bb7a-166bb382b617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e49713d-787a-44c7-bb7a-166bb382b617,1097,1,00:31:10.044,31,10,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,4.317,,5ec4b932-cd3f-40ba-acb2-c879c1d450a6,4324,Daniel Alves da Silva,2,Right Back,74.9,44.7,,,True,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,32.748283,1.8587433,2.0,Low Pass,65.6,76.1,40.0,Right Foot,,,89661ed9-bd0d-48f4-91f7-0ed625b6f8e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec4b932-cd3f-40ba-acb2-c879c1d450a6,1098,1,00:31:14.361,31,14,42,Ball Receipt*,53,217,Barcelona,1,Regular Play,217,Barcelona,,,8e49713d-787a-44c7-bb7a-166bb382b617,5470,Ivan Rakitić,13,Right Center Midfield,65.6,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19899142-8344-45aa-bc69-eb0c7cdb4895,1099,1,00:31:14.361,31,14,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,1.462,,461dd089-8fa1-4073-a4a3-687fa349a2da,5470,Ivan Rakitić,13,Right Center Midfield,64.7,77.0,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,20.41568,-2.5372872,1.0,Ground Pass,47.9,65.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461dd089-8fa1-4073-a4a3-687fa349a2da,1100,1,00:31:15.823,31,15,42,Ball Receipt*,53,217,Barcelona,1,Regular Play,217,Barcelona,,,19899142-8344-45aa-bc69-eb0c7cdb4895,5506,Javier Alejandro Mascherano,3,Right Center Back,47.9,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a497887-3343-4843-b38f-aa28072c0f1f,1101,1,00:31:15.823,31,15,43,Carry,53,217,Barcelona,1,Regular Play,217,Barcelona,0.040000003,,461dd089-8fa1-4073-a4a3-687fa349a2da,5506,Javier Alejandro Mascherano,3,Right Center Back,47.9,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5adb4bff-44d1-46cf-b3f6-cec5835055be,47.9,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5adb4bff-44d1-46cf-b3f6-cec5835055be,1102,1,00:31:15.863,31,15,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,1.5116,,69cf07b9-c601-46e1-89be-4e97225d9056,5506,Javier Alejandro Mascherano,3,Right Center Back,47.9,65.4,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,15.074814,-0.8276266,3.0,High Pass,58.1,54.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69cf07b9-c601-46e1-89be-4e97225d9056,1103,1,00:31:17.375,31,17,42,Ball Receipt*,53,217,Barcelona,1,Regular Play,217,Barcelona,,,5adb4bff-44d1-46cf-b3f6-cec5835055be,4324,Daniel Alves da Silva,2,Right Back,58.1,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900db90f-8e58-46bf-9d8c-e59f12f68d47,1104,1,00:31:17.375,31,17,43,Carry,53,217,Barcelona,1,Regular Play,217,Barcelona,0.0306,,4ec8f58d-3dac-49e0-80c1-879f490c76ed,4324,Daniel Alves da Silva,2,Right Back,58.1,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69cf07b9-c601-46e1-89be-4e97225d9056,58.1,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ec8f58d-3dac-49e0-80c1-879f490c76ed,1105,1,00:31:17.405,31,17,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,2.1666,,3ee853f5-dd71-4b02-be82-41229ea70203,4324,Daniel Alves da Silva,2,Right Back,58.1,54.3,,,,,,,,,,,,,,,,,,,,,,,,,6332.0,Thomas Vermaelen,18.804522,-2.5491652,1.0,Ground Pass,42.5,43.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ee853f5-dd71-4b02-be82-41229ea70203,1106,1,00:31:19.572,31,19,42,Ball Receipt*,53,217,Barcelona,1,Regular Play,217,Barcelona,,,4ec8f58d-3dac-49e0-80c1-879f490c76ed,6332,Thomas Vermaelen,5,Left Center Back,42.5,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78ff117e-62fb-4d00-9d96-d36061d894bf,1107,1,00:31:19.572,31,19,30,Pass,53,217,Barcelona,1,Regular Play,217,Barcelona,0.8802,,90bc54af-f274-4b4b-8939-efebe616dd81,6332,Thomas Vermaelen,5,Left Center Back,42.5,43.8,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,8.160882,-0.6287963,1.0,Ground Pass,49.1,39.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
