id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,counterpress,interception,dribble,duel,out,clearance,off_camera,shot,goalkeeper,ball_recovery,foul_committed,block,foul_won,miscontrol,injury_stoppage,substitution,bad_behaviour,50_50,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,foul_won_defensive,interception_outcome_id,interception_outcome_name,pass_miscommunication,related_events_3,foul_committed_advantage,foul_won_advantage,pass_technique_id,pass_technique_name,pass_outswinging,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,pass_cross,pass_cut_back,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_inswinging,dribble_nutmeg,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_through_ball,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_end_location_2,shot_key_pass_id
758cdc7a-f92b-4209-8809-614c6d329176,441,1,00:10:16.537,10,16,17,Pressure,32,217,Barcelona,9,From Kick Off,322,Eibar,0.719622,,3e5d8ae7-e944-4552-9dac-ce1df6c8cc05,6776,David Juncà Reñé,6,Left Back,54.4,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fff7e19-3bf1-4782-8885-d6197d4ee422,442,1,00:10:17.742,10,17,14,Dribble,32,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,310ce153-8725-496d-8a4e-73ae5a6d7e3f,3508,Sandro Ramírez Castillo,17,Right Wing,64.9,71.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8130ffa4-39c1-4469-9be4-7ba376fc1eac,462,1,00:10:51.556,10,51,2,Ball Recovery,35,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,adad0eef-21cb-4051-9a7a-1ace6b6f1539,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,8.6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2357546-fa62-4f97-a204-4bd8b6893141,463,1,00:10:51.556,10,51,43,Carry,35,217,Barcelona,1,Regular Play,217,Barcelona,3.05955,,213bf3cd-6bf1-45b4-ba32-e9733d56ec05,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,8.6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8130ffa4-39c1-4469-9be4-7ba376fc1eac,13.3,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213bf3cd-6bf1-45b4-ba32-e9733d56ec05,464,1,00:10:54.615,10,54,30,Pass,35,217,Barcelona,1,Regular Play,217,Barcelona,1.692674,,008e6bbe-97c0-46a0-83d9-b9e4cee85e9a,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,13.3,47.8,5213.0,Gerard Piqué Bernabéu,8.077747,1.19029,1.0,Ground Pass,16.3,55.3,,,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008e6bbe-97c0-46a0-83d9-b9e4cee85e9a,465,1,00:10:56.308,10,56,42,Ball Receipt*,35,217,Barcelona,1,Regular Play,217,Barcelona,,,213bf3cd-6bf1-45b4-ba32-e9733d56ec05,5213,Gerard Piqué Bernabéu,3,Right Center Back,16.3,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935ca044-582b-4a18-835c-de9ec8b9a9d1,466,1,00:10:56.308,10,56,43,Carry,35,217,Barcelona,1,Regular Play,217,Barcelona,1.077691,,008e6bbe-97c0-46a0-83d9-b9e4cee85e9a,5213,Gerard Piqué Bernabéu,3,Right Center Back,16.3,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc920ffc-0f2d-41c3-80f3-8ed1b4ff72b6,20.0,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc920ffc-0f2d-41c3-80f3-8ed1b4ff72b6,467,1,00:10:57.385,10,57,30,Pass,35,217,Barcelona,1,Regular Play,217,Barcelona,1.101311,,88aff43a-f1cb-4489-8d72-3f02e28b8787,5213,Gerard Piqué Bernabéu,3,Right Center Back,20.0,56.2,4324.0,Daniel Alves da Silva,16.601204,0.6314535,1.0,Ground Pass,33.4,66.0,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88aff43a-f1cb-4489-8d72-3f02e28b8787,468,1,00:10:58.487,10,58,42,Ball Receipt*,35,217,Barcelona,1,Regular Play,217,Barcelona,,,cc920ffc-0f2d-41c3-80f3-8ed1b4ff72b6,4324,Daniel Alves da Silva,2,Right Back,33.4,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbd6c627-bb90-42f2-a81a-6b5303bd5f01,469,1,00:10:58.487,10,58,30,Pass,35,217,Barcelona,1,Regular Play,217,Barcelona,1.919094,,a839d8c1-d843-4a5c-95ad-434cdbb063e0,4324,Daniel Alves da Silva,2,Right Back,33.4,66.0,5213.0,Gerard Piqué Bernabéu,14.807093,-2.2940736,1.0,Ground Pass,23.6,54.9,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a839d8c1-d843-4a5c-95ad-434cdbb063e0,470,1,00:11:00.406,11,0,42,Ball Receipt*,35,217,Barcelona,1,Regular Play,217,Barcelona,,,fbd6c627-bb90-42f2-a81a-6b5303bd5f01,5213,Gerard Piqué Bernabéu,3,Right Center Back,23.6,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff1880d9-c499-4003-83d4-8f105dd6111f,471,1,00:11:00.406,11,0,43,Carry,35,217,Barcelona,1,Regular Play,217,Barcelona,2.499254,,a839d8c1-d843-4a5c-95ad-434cdbb063e0,5213,Gerard Piqué Bernabéu,3,Right Center Back,23.6,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e388cee9-f77c-444b-9c6b-3ea79724ed0a,30.0,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e388cee9-f77c-444b-9c6b-3ea79724ed0a,472,1,00:11:02.905,11,2,30,Pass,35,217,Barcelona,1,Regular Play,217,Barcelona,1.158936,,7fd746ed-7e2e-4382-946d-0b07d63bf0e5,5213,Gerard Piqué Bernabéu,3,Right Center Back,30.0,54.5,5506.0,Javier Alejandro Mascherano,19.90402,-1.5506985,1.0,Ground Pass,30.4,34.6,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
