id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_3,foul_committed_advantage,foul_won_advantage,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_cross,pass_aerial_won
2ec1cb89-22fd-427f-a583-64e16c7f2956,3477,2,00:41:29.047,86,29,43,Carry,203,217,Barcelona,9,From Kick Off,217,Barcelona,2.972917,,130f9a72-7511-4d82-9323-22ea373d4d2c,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,9.2,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40a60f3b-3e53-4b5c-aa4f-847d936ab133,10.5,38.2,,,,,,,,,,,,,,,,,,
40a60f3b-3e53-4b5c-aa4f-847d936ab133,3478,2,00:41:32.020,86,32,30,Pass,203,217,Barcelona,9,From Kick Off,217,Barcelona,2.870515,,1848c78a-cbd0-4bea-862a-4c1bbf1ca16a,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,10.5,38.2,4320.0,Neymar da Silva Santos Junior,46.101734,-0.40346768,3.0,High Pass,52.9,20.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848c78a-cbd0-4bea-862a-4c1bbf1ca16a,3479,2,00:41:34.891,86,34,42,Ball Receipt*,203,217,Barcelona,9,From Kick Off,217,Barcelona,,,40a60f3b-3e53-4b5c-aa4f-847d936ab133,4320,Neymar da Silva Santos Junior,21,Left Wing,52.9,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca7f2abc-dfa3-4fdf-b23e-26268daaaaa1,3480,2,00:41:34.891,86,34,43,Carry,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.836941,,1848c78a-cbd0-4bea-862a-4c1bbf1ca16a,4320,Neymar da Silva Santos Junior,21,Left Wing,52.9,20.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,6654f98d-3598-40b1-9fb9-3fa37da728f8,49.2,22.4,c2db1a29-9948-4e1f-a41e-c73eaf02a457,,,,,,,,,,,,,,,,,
c2db1a29-9948-4e1f-a41e-c73eaf02a457,3481,2,00:41:35.268,86,35,17,Pressure,203,217,Barcelona,9,From Kick Off,360,Rayo Vallecano,0.450772,,ca7f2abc-dfa3-4fdf-b23e-26268daaaaa1,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,70.9,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654f98d-3598-40b1-9fb9-3fa37da728f8,3482,2,00:41:35.728,86,35,30,Pass,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.750228,,e3c16346-4298-48e6-b605-84e68cb6b203,4320,Neymar da Silva Santos Junior,21,Left Wing,49.2,22.4,6379.0,Sergi Roberto Carnicer,6.2,3.1415927,1.0,Ground Pass,43.0,22.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3c16346-4298-48e6-b605-84e68cb6b203,3483,2,00:41:36.478,86,36,42,Ball Receipt*,203,217,Barcelona,9,From Kick Off,217,Barcelona,,,6654f98d-3598-40b1-9fb9-3fa37da728f8,6379,Sergi Roberto Carnicer,15,Left Center Midfield,43.0,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196c99c5-5922-492e-92b4-9a439ccdeaad,3484,2,00:41:36.478,86,36,43,Carry,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.526146,,e3c16346-4298-48e6-b605-84e68cb6b203,6379,Sergi Roberto Carnicer,15,Left Center Midfield,43.0,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec53ea29-dbb9-419d-9eae-305176de9f90,44.1,16.0,,,,,,,,,,,,,,,,,,
ec53ea29-dbb9-419d-9eae-305176de9f90,3485,2,00:41:37.004,86,37,30,Pass,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.991201,,b8f61118-4519-4415-8322-0339724eda3c,6379,Sergi Roberto Carnicer,15,Left Center Midfield,44.1,16.0,5211.0,Jordi Alba Ramos,10.636729,-1.7313082,1.0,Ground Pass,42.4,5.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8f61118-4519-4415-8322-0339724eda3c,3486,2,00:41:37.995,86,37,42,Ball Receipt*,203,217,Barcelona,9,From Kick Off,217,Barcelona,,,ec53ea29-dbb9-419d-9eae-305176de9f90,5211,Jordi Alba Ramos,6,Left Back,42.4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f09b866-a252-489c-aa7f-967a2f82e6de,3487,2,00:41:37.995,86,37,43,Carry,203,217,Barcelona,9,From Kick Off,217,Barcelona,1.048319,,20712164-2b4f-43c0-a2b4-5df1700aa261,5211,Jordi Alba Ramos,6,Left Back,42.4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8f61118-4519-4415-8322-0339724eda3c,37.9,15.1,,,,,,,,,,,,,,,,,,
20712164-2b4f-43c0-a2b4-5df1700aa261,3488,2,00:41:39.044,86,39,30,Pass,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.75369,,6df0560c-4ac1-4952-bfe7-36cab7ea2725,5211,Jordi Alba Ramos,6,Left Back,37.9,15.1,6834.0,Gerard Gumbau Garriga,10.439348,1.7343702,1.0,Ground Pass,36.2,25.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6df0560c-4ac1-4952-bfe7-36cab7ea2725,3489,2,00:41:39.797,86,39,42,Ball Receipt*,203,217,Barcelona,9,From Kick Off,217,Barcelona,,,20712164-2b4f-43c0-a2b4-5df1700aa261,6834,Gerard Gumbau Garriga,10,Center Defensive Midfield,36.2,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cf5cff8-cf07-406f-846c-732fcd1e9771,3490,2,00:41:39.797,86,39,30,Pass,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.791013,,04f8aeea-3fbd-424a-b3c0-8e374fffe383,6834,Gerard Gumbau Garriga,10,Center Defensive Midfield,36.2,25.4,6379.0,Sergi Roberto Carnicer,17.788198,-0.673863,1.0,Ground Pass,50.1,14.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04f8aeea-3fbd-424a-b3c0-8e374fffe383,3491,2,00:41:40.588,86,40,42,Ball Receipt*,203,217,Barcelona,9,From Kick Off,217,Barcelona,,,3cf5cff8-cf07-406f-846c-732fcd1e9771,6379,Sergi Roberto Carnicer,15,Left Center Midfield,50.1,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2ce5d64-031c-468e-b43f-a6ef36b2f317,3492,2,00:41:40.588,86,40,43,Carry,203,217,Barcelona,9,From Kick Off,217,Barcelona,1.918248,,04f8aeea-3fbd-424a-b3c0-8e374fffe383,6379,Sergi Roberto Carnicer,15,Left Center Midfield,50.1,14.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,4fc214b5-41ed-40f1-ad62-8afafd0e7fe3,50.9,13.4,8e6e9371-1fb6-4a2b-b5d3-5ec2c619e25f,,,,,,,,,,,,,,,,,
4fc214b5-41ed-40f1-ad62-8afafd0e7fe3,3493,2,00:41:41.331,86,41,17,Pressure,203,217,Barcelona,9,From Kick Off,360,Rayo Vallecano,0.718038,,c2ce5d64-031c-468e-b43f-a6ef36b2f317,6713,Diego Javier Llorente Ríos,2,Right Back,65.5,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ee48256-4f75-409a-8e3f-6fe56e26ac81,3494,2,00:41:42.049,86,42,17,Pressure,203,217,Barcelona,9,From Kick Off,360,Rayo Vallecano,0.417497,,,23761,Alhassane Bangoura,17,Right Wing,70.2,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e6e9371-1fb6-4a2b-b5d3-5ec2c619e25f,3495,2,00:41:42.507,86,42,3,Dispossessed,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,6e0a9d12-7641-488b-ba7c-7112c6d03356,6379,Sergi Roberto Carnicer,15,Left Center Midfield,50.9,13.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e0a9d12-7641-488b-ba7c-7112c6d03356,3496,2,00:41:42.507,86,42,4,Duel,203,217,Barcelona,9,From Kick Off,360,Rayo Vallecano,0.0,,8e6e9371-1fb6-4a2b-b5d3-5ec2c619e25f,23761,Alhassane Bangoura,17,Right Wing,69.2,66.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,
ca372ec4-9e0b-46ee-ac21-cb88a2346feb,3497,2,00:41:42.507,86,42,43,Carry,203,217,Barcelona,9,From Kick Off,360,Rayo Vallecano,3.06279,,39daff25-40f2-4466-863f-8752b9a57a9a,23761,Alhassane Bangoura,17,Right Wing,69.2,66.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,53c0e08e-e03a-4f34-a473-b5f2f861226c,69.4,73.7,6e0a9d12-7641-488b-ba7c-7112c6d03356,,,,,,,,,,,,,,,,,
39daff25-40f2-4466-863f-8752b9a57a9a,3498,2,00:41:43.653,86,43,17,Pressure,203,217,Barcelona,9,From Kick Off,217,Barcelona,1.876073,,ca372ec4-9e0b-46ee-ac21-cb88a2346feb,6379,Sergi Roberto Carnicer,15,Left Center Midfield,50.7,12.6,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53c0e08e-e03a-4f34-a473-b5f2f861226c,3499,2,00:41:45.569,86,45,3,Dispossessed,203,217,Barcelona,9,From Kick Off,360,Rayo Vallecano,0.0,,58a1f6dc-7a28-4ff9-ae22-2a52ee815285,23761,Alhassane Bangoura,17,Right Wing,69.4,73.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58a1f6dc-7a28-4ff9-ae22-2a52ee815285,3500,2,00:41:45.569,86,45,4,Duel,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,53c0e08e-e03a-4f34-a473-b5f2f861226c,6379,Sergi Roberto Carnicer,15,Left Center Midfield,50.7,6.4,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,
3a53f86c-ffd6-4065-9fc3-18aaabf3084c,3501,2,00:41:46.086,86,46,2,Ball Recovery,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,,4320,Neymar da Silva Santos Junior,21,Left Wing,56.3,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f242033f-9ed2-4e0b-a68e-2d9ea1265450,3502,2,00:41:46.086,86,46,43,Carry,203,217,Barcelona,9,From Kick Off,217,Barcelona,1.002703,,3a53f86c-ffd6-4065-9fc3-18aaabf3084c,4320,Neymar da Silva Santos Junior,21,Left Wing,56.3,8.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,3f6dc7a4-de80-4d35-b899-caffc2860539,56.9,7.7,d08d3ff2-5deb-4d04-9cab-73e61ae84342,,,,,,,,,,,,,,,,,
3f6dc7a4-de80-4d35-b899-caffc2860539,3503,2,00:41:46.221,86,46,17,Pressure,203,217,Barcelona,9,From Kick Off,360,Rayo Vallecano,0.806411,,f242033f-9ed2-4e0b-a68e-2d9ea1265450,6713,Diego Javier Llorente Ríos,2,Right Back,61.7,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb0c2561-4013-4895-92a7-0ee178b4aa09,3504,2,00:41:46.524,86,46,17,Pressure,203,217,Barcelona,9,From Kick Off,360,Rayo Vallecano,0.524247,,,23761,Alhassane Bangoura,17,Right Wing,65.1,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d08d3ff2-5deb-4d04-9cab-73e61ae84342,3505,2,00:41:47.089,86,47,3,Dispossessed,203,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,a7a2c547-01c5-4fea-82f0-c733130b571b,4320,Neymar da Silva Santos Junior,21,Left Wing,56.9,7.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9a1581b-20de-4392-abea-a7522f1d557f,3523,2,00:42:10.009,87,10,4,Duel,206,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,9d4e864c-fe72-4295-b95c-56b2ffa05df7,6379,Sergi Roberto Carnicer,15,Left Center Midfield,49.5,23.9,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,
8847aa32-1f87-4719-b32b-bd418658a8e5,3524,2,00:42:10.009,87,10,43,Carry,206,217,Barcelona,1,Regular Play,217,Barcelona,2.259511,,4faf7b57-676b-484e-a859-066d5add8bf5,6379,Sergi Roberto Carnicer,15,Left Center Midfield,49.5,23.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,7fe18e82-de2a-4656-aa9d-facea8e7eec6,47.1,40.4,c9a1581b-20de-4392-abea-a7522f1d557f,,,,,,,,,,,,,,,,,
4faf7b57-676b-484e-a859-066d5add8bf5,3525,2,00:42:11.965,87,11,17,Pressure,206,217,Barcelona,1,Regular Play,360,Rayo Vallecano,0.528733,,67078214-82dc-4046-b1c1-6eef5c5c074b,11539,Adrián Embarba Blázquez,21,Left Wing,77.1,41.9,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,6f081e5a-284c-4665-b369-a6ae862c6183,,,7fe18e82-de2a-4656-aa9d-facea8e7eec6,,,,,,8847aa32-1f87-4719-b32b-bd418658a8e5,,,,,,,,,,,
95a0a1fb-8a91-4683-9b7e-c5db6e461f75,3526,2,00:42:12.269,87,12,22,Foul Committed,206,217,Barcelona,1,Regular Play,360,Rayo Vallecano,0.0,,6f081e5a-284c-4665-b369-a6ae862c6183,11539,Adrián Embarba Blázquez,21,Left Wing,73.0,39.7,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,7fe18e82-de2a-4656-aa9d-facea8e7eec6,,,,,,,,,,True,,,,,,,,,,
7fe18e82-de2a-4656-aa9d-facea8e7eec6,3527,2,00:42:12.269,87,12,21,Foul Won,206,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,4faf7b57-676b-484e-a859-066d5add8bf5,6379,Sergi Roberto Carnicer,15,Left Center Midfield,47.1,40.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,95a0a1fb-8a91-4683-9b7e-c5db6e461f75,,,,,,,,,,,True,,,,,,,,,
6f081e5a-284c-4665-b369-a6ae862c6183,3528,2,00:42:12.269,87,12,43,Carry,206,217,Barcelona,1,Regular Play,217,Barcelona,0.04,,4faf7b57-676b-484e-a859-066d5add8bf5,6379,Sergi Roberto Carnicer,15,Left Center Midfield,47.1,40.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,67078214-82dc-4046-b1c1-6eef5c5c074b,47.1,40.4,7fe18e82-de2a-4656-aa9d-facea8e7eec6,,,,,,95a0a1fb-8a91-4683-9b7e-c5db6e461f75,,,,,,,,,,,
67078214-82dc-4046-b1c1-6eef5c5c074b,3529,2,00:42:12.309,87,12,30,Pass,206,217,Barcelona,1,Regular Play,217,Barcelona,1.693808,,4faf7b57-676b-484e-a859-066d5add8bf5,6379,Sergi Roberto Carnicer,15,Left Center Midfield,47.1,40.4,6616.0,Munir El Haddadi Mohamed,20.836987,1.343278,1.0,Ground Pass,51.8,60.7,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,5027d397-bc28-40bc-9485-c3071606641a,,,,,,,,,,,,,,,,,,,,
5027d397-bc28-40bc-9485-c3071606641a,3530,2,00:42:14.003,87,14,42,Ball Receipt*,206,217,Barcelona,1,Regular Play,217,Barcelona,,,67078214-82dc-4046-b1c1-6eef5c5c074b,6616,Munir El Haddadi Mohamed,17,Right Wing,51.8,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f28d0308-fd0a-4295-887d-121d51ef2dfe,3531,2,00:42:14.003,87,14,43,Carry,206,217,Barcelona,1,Regular Play,217,Barcelona,2.066453,,5027d397-bc28-40bc-9485-c3071606641a,6616,Munir El Haddadi Mohamed,17,Right Wing,51.8,60.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,642879b1-6c1c-4cdb-9140-0f732d6058f5,49.9,60.1,9e35c56c-2512-48f3-b0e5-53166ee1fd8a,,,,,,,,,,,,,,,,,
9e35c56c-2512-48f3-b0e5-53166ee1fd8a,3532,2,00:42:14.645,87,14,17,Pressure,206,217,Barcelona,1,Regular Play,360,Rayo Vallecano,1.721791,,642879b1-6c1c-4cdb-9140-0f732d6058f5,10727,Răzvan Dincă Raț,6,Left Back,66.8,21.1,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,f28d0308-fd0a-4295-887d-121d51ef2dfe,,,,,,,,,,,,,,,,,,,,
642879b1-6c1c-4cdb-9140-0f732d6058f5,3533,2,00:42:16.069,87,16,30,Pass,206,217,Barcelona,1,Regular Play,217,Barcelona,0.485934,,34aa4557-ede1-42de-9f0b-664949933bf6,6616,Munir El Haddadi Mohamed,17,Right Wing,49.9,60.1,6379.0,Sergi Roberto Carnicer,5.7974133,-1.8325099,1.0,Ground Pass,48.4,54.5,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,9e35c56c-2512-48f3-b0e5-53166ee1fd8a,,,,,,,,,,,,,,,,,,,,
34aa4557-ede1-42de-9f0b-664949933bf6,3534,2,00:42:16.555,87,16,42,Ball Receipt*,206,217,Barcelona,1,Regular Play,217,Barcelona,,,642879b1-6c1c-4cdb-9140-0f732d6058f5,6379,Sergi Roberto Carnicer,15,Left Center Midfield,48.4,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdf40142-4ffe-4644-95c9-826084ce25ca,3535,2,00:42:16.555,87,16,43,Carry,206,217,Barcelona,1,Regular Play,217,Barcelona,0.580385,,34aa4557-ede1-42de-9f0b-664949933bf6,6379,Sergi Roberto Carnicer,15,Left Center Midfield,48.4,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af5851b4-e812-4382-992a-d778b2a659ca,48.4,54.5,,,,,,,,,,,,,,,,,,
af5851b4-e812-4382-992a-d778b2a659ca,3536,2,00:42:17.135,87,17,30,Pass,206,217,Barcelona,1,Regular Play,217,Barcelona,1.133615,,aa44fd0e-f1a3-426d-930a-a1bb3261a879,6379,Sergi Roberto Carnicer,15,Left Center Midfield,48.4,54.5,5213.0,Gerard Piqué Bernabéu,13.008459,-2.5642507,1.0,Ground Pass,37.5,47.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa44fd0e-f1a3-426d-930a-a1bb3261a879,3537,2,00:42:18.269,87,18,42,Ball Receipt*,206,217,Barcelona,1,Regular Play,217,Barcelona,,,af5851b4-e812-4382-992a-d778b2a659ca,5213,Gerard Piqué Bernabéu,3,Right Center Back,37.5,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fecb2c58-42ed-43c1-975f-78022f95710b,3538,2,00:42:18.269,87,18,30,Pass,206,217,Barcelona,1,Regular Play,217,Barcelona,0.671341,,341a9c0d-142e-434f-8f98-298bc8511402,5213,Gerard Piqué Bernabéu,3,Right Center Back,37.5,47.4,6834.0,Gerard Gumbau Garriga,9.741663,-0.5509825,1.0,Ground Pass,45.8,42.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deaf7200-a3d3-4866-8b75-ae4f53d03070,3539,2,00:42:18.492,87,18,17,Pressure,206,217,Barcelona,1,Regular Play,360,Rayo Vallecano,0.327076,,,9246,Patrick Ebert,19,Center Attacking Midfield,69.6,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341a9c0d-142e-434f-8f98-298bc8511402,3540,2,00:42:18.940,87,18,42,Ball Receipt*,206,217,Barcelona,1,Regular Play,217,Barcelona,,,fecb2c58-42ed-43c1-975f-78022f95710b,6834,Gerard Gumbau Garriga,10,Center Defensive Midfield,45.8,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31a924fa-2dd2-4caa-8452-21700ed6c94b,3541,2,00:42:18.940,87,18,30,Pass,206,217,Barcelona,1,Regular Play,217,Barcelona,3.910618,,25b2607a-4695-4390-8690-1ed72020bba9,6834,Gerard Gumbau Garriga,10,Center Defensive Midfield,47.3,43.4,10609.0,Jérémy Mathieu,38.64557,-1.8810908,3.0,High Pass,35.5,6.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,4cff40e7-3173-4d33-ae85-7f6f1a1ebd2b,,,,,,,,,,,,9.0,Incomplete,,,,,,,
