id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,miscontrol,ball_receipt,out,dribble,clearance,counterpress,interception,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,foul_won,foul_committed,injury_stoppage,ball_recovery,block,bad_behaviour,substitution,50_50,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_2,clearance_right_foot,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,pass_cross,related_events_3,foul_committed_advantage,foul_won_advantage,ball_recovery_recovery_failure,miscontrol_aerial_won,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,foul_won_defensive,shot_open_goal,shot_first_time
8a981f63-3c08-40ab-9ebe-2b72aaa20ce4,2741,2,00:21:25.043,66,25,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,6.0026,,16da00fd-3c1c-4fdd-8a80-9db10aae166a,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,6.6,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438d0290-e98a-4651-9f4f-7e3db7cbb97b,13.9,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16da00fd-3c1c-4fdd-8a80-9db10aae166a,2742,2,00:21:31.045,66,31,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.956714,,4d107a05-dabd-4a74-85d4-a7ba64854d8a,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,13.9,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,22.770596,0.30786255,1.0,Ground Pass,35.6,49.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d107a05-dabd-4a74-85d4-a7ba64854d8a,2743,2,00:21:33.002,66,33,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,16da00fd-3c1c-4fdd-8a80-9db10aae166a,20131,Xavier Hernández Creus,15,Left Center Midfield,35.6,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba939789-f306-4eaa-9472-5f934669d986,2744,2,00:21:33.002,66,33,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,2.423786,,46132541-5fb3-429a-b449-83216e07ae3f,20131,Xavier Hernández Creus,15,Left Center Midfield,35.6,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d107a05-dabd-4a74-85d4-a7ba64854d8a,44.4,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46132541-5fb3-429a-b449-83216e07ae3f,2745,2,00:21:35.426,66,35,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.126175,,ab9e84ab-64bb-43e5-949d-bd162fdbba84,20131,Xavier Hernández Creus,15,Left Center Midfield,44.4,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,14.864723,-0.4154921,1.0,Ground Pass,58.0,41.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab9e84ab-64bb-43e5-949d-bd162fdbba84,2746,2,00:21:36.552,66,36,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,46132541-5fb3-429a-b449-83216e07ae3f,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,58.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835aae26-9eb1-47d6-b615-cf26df327d7a,2747,2,00:21:36.552,66,36,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,0.300825,,ab9e84ab-64bb-43e5-949d-bd162fdbba84,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,58.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe9b20f6-fabc-421c-a409-b95936054a27,58.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe9b20f6-fabc-421c-a409-b95936054a27,2748,2,00:21:36.853,66,36,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,0.873899,,42e71cdc-9c8b-4b40-89ca-86476d8bad49,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,58.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,8.820431,2.146221,1.0,Ground Pass,53.2,48.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42e71cdc-9c8b-4b40-89ca-86476d8bad49,2749,2,00:21:37.726,66,37,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,fe9b20f6-fabc-421c-a409-b95936054a27,20131,Xavier Hernández Creus,15,Left Center Midfield,53.2,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debc00e6-569d-4ed5-8c7d-876c821b3888,2750,2,00:21:37.726,66,37,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,1.315022,,154fa9b9-181e-4471-a73f-541b01a5961f,20131,Xavier Hernández Creus,15,Left Center Midfield,53.2,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42e71cdc-9c8b-4b40-89ca-86476d8bad49,49.2,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154fa9b9-181e-4471-a73f-541b01a5961f,2751,2,00:21:39.042,66,39,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,0.913004,,d746c921-cff0-4076-8b08-5e869f8fcb83,20131,Xavier Hernández Creus,15,Left Center Midfield,49.2,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,6.742403,0.9539951,1.0,Ground Pass,53.1,54.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d746c921-cff0-4076-8b08-5e869f8fcb83,2752,2,00:21:39.955,66,39,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,154fa9b9-181e-4471-a73f-541b01a5961f,5470,Ivan Rakitić,13,Right Center Midfield,53.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b60243a-9f3e-4884-8ba2-f79dc7781ed8,2753,2,00:21:39.955,66,39,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,0.033675,,7728a961-f8db-4bf3-9cab-269e684c6d2f,5470,Ivan Rakitić,13,Right Center Midfield,53.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d746c921-cff0-4076-8b08-5e869f8fcb83,53.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7728a961-f8db-4bf3-9cab-269e684c6d2f,2754,2,00:21:39.988,66,39,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,0.882497,,b698e67d-0dad-4ffa-9e98-654a5f1127b7,5470,Ivan Rakitić,13,Right Center Midfield,53.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,10.18332,-2.3700824,2.0,Low Pass,45.8,46.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b698e67d-0dad-4ffa-9e98-654a5f1127b7,2755,2,00:21:40.871,66,40,42,Ball Receipt*,122,217,Barcelona,1,Regular Play,217,Barcelona,,,7728a961-f8db-4bf3-9cab-269e684c6d2f,20131,Xavier Hernández Creus,15,Left Center Midfield,45.8,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc105ddb-58e6-47ca-8adb-6611e111c123,2756,2,00:21:40.871,66,40,43,Carry,122,217,Barcelona,1,Regular Play,217,Barcelona,1.781703,,87cb811a-5e2e-4cdd-ba4d-0d1ac5c95bb2,20131,Xavier Hernández Creus,15,Left Center Midfield,45.8,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b698e67d-0dad-4ffa-9e98-654a5f1127b7,45.8,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
