id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,clearance,out,dribble,counterpress,duel,interception,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,ball_recovery,foul_committed,foul_won,block,substitution,injury_stoppage,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,pass_type_id,pass_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,related_events_3,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_won_advantage,clearance_head,clearance_body_part_id,clearance_body_part_name,location,foul_committed_type_id,foul_committed_type_name,pass_through_ball,pass_technique_id,pass_technique_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,dribble_overrun,clearance_left_foot,ball_recovery_recovery_failure,pass_switch,pass_cross,foul_committed_penalty,foul_won_penalty,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name
3d1f7231-923c-432e-b6c2-864d0e380acc,1363,1,00:37:09.924,37,9,30,Pass,71,217,Barcelona,1,Regular Play,217,Barcelona,0.775462,,8be2df07-4c36-462a-a654-19c39f8e0bd5,,7068.0,Marc Bartra Aregall,5.0,Left Center Back,58.3,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,10.270346,-0.11710875,1.0,Ground Pass,68.5,22.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d0991d6-112d-4a4e-b022-aa695959f3cd,1366,1,00:37:10.767,37,10,30,Pass,72,217,Barcelona,1,Regular Play,217,Barcelona,0.894593,,557787a1-6528-4e96-bf30-1ed4f44f1d8b,,3958.0,Pedro Eliezer Rodríguez Ledesma,17.0,Right Wing,68.0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,13.283448,-2.9752064,1.0,Ground Pass,54.9,20.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a681f13-388e-43c2-a8f5-2ecebb9cc5e8,1369,1,00:37:13.770,37,13,30,Pass,73,217,Barcelona,1,Regular Play,217,Barcelona,1.822628,,09ef1f6e-7ef5-4089-adba-b4c472157c3a,,7068.0,Marc Bartra Aregall,5.0,Left Center Back,55.7,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,29.932758,1.5240078,2.0,Low Pass,57.1,54.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d1cce1e-61c1-450b-8d75-29f015978589,1372,1,00:37:18.966,37,18,30,Pass,74,217,Barcelona,1,Regular Play,217,Barcelona,2.511368,,4930e7e1-3eef-4701-bcaa-c2b3c86a2b6c,,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,61.6,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,47.164074,-0.1403978,3.0,High Pass,108.3,50.0,40.0,Right Foot,,9f24b0a7-56cf-479c-8980-1f64e978d7c9,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aca461f2-e60a-4d23-99d6-dbf0b3c197b9,1390,1,00:37:49.001,37,49,30,Pass,77,217,Barcelona,1,Regular Play,217,Barcelona,1.039426,,09d3b5d6-e02c-4e5b-bcb5-0a9b46f7e72b,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,41.7,26.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,7.808969,-0.16725394,2.0,Low Pass,49.4,25.0,,,,3b01fd0f-2ca8-4dd5-9b22-9b42b55d6fb1,,,,,,,bb46c123-1fd4-49da-a269-a90ef55b9fa7,66.0,Recovery,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181e3d2-9202-4d04-9697-8e30f7fa9870,1394,1,00:37:51.431,37,51,30,Pass,77,217,Barcelona,1,Regular Play,217,Barcelona,0.5751,,48f9a728-11ba-47fe-aa44-8953d5c4829d,,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,49.8,25.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,10.6775465,-0.38398463,1.0,Ground Pass,59.7,21.9,40.0,Right Foot,,e8b43593-1b5a-4287-b951-864b7d8c2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc959214-bd45-42bd-b05d-5451efc88359,1401,1,00:37:56.199,37,56,30,Pass,77,217,Barcelona,1,Regular Play,217,Barcelona,0.969502,,f8717b09-a2d3-4f5b-a54a-701390eea31d,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,78.4,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,15.745793,-0.076284796,1.0,Ground Pass,94.1,23.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c1d4cba-38ef-4b96-9aa3-d1a26d1804b9,1417,1,00:38:08.411,38,8,30,Pass,77,217,Barcelona,1,Regular Play,217,Barcelona,0.61233,,a2e5b736-10e5-4362-89a9-18d2f449fb89,,3958.0,Pedro Eliezer Rodríguez Ledesma,17.0,Right Wing,113.8,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,6.1073728,3.0924518,1.0,Ground Pass,107.7,3.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382e771-0783-4382-95f1-8bb9b5b21d94,1420,1,00:38:09.730,38,9,30,Pass,77,217,Barcelona,1,Regular Play,217,Barcelona,1.111605,,2dfc6fcc-a68a-475b-9001-275ea13de04d,,5211.0,Jordi Alba Ramos,6.0,Left Back,107.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,9.441399,2.0676072,1.0,Ground Pass,102.7,12.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546ca520-a802-4dd4-8f0f-a98c82e4f70d,1423,1,00:38:11.240,38,11,30,Pass,77,217,Barcelona,1,Regular Play,217,Barcelona,0.580045,,190dbb0f-156f-4183-956c-b0c61cba82d4,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,101.8,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,8.504117,0.8519663,1.0,Ground Pass,107.4,18.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35ddb8b9-96e4-4ffc-ac4c-84b00660cacc,1463,1,00:38:53.219,38,53,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,0.687218,,862dffaf-cb21-4274-9a72-2f6c363fe71d,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,44.9,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,9.630161,-1.3081872,1.0,Ground Pass,47.4,54.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202e3c-4f38-4f0b-ba00-af8aa715c3e9,1466,1,00:38:56.600,38,56,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,0.651093,,6364e236-8eab-4029-b0ea-50d9692c931a,,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,54.9,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,6.6490602,-1.3586526,1.0,Ground Pass,56.3,45.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad795f30-c32e-4b6f-aa5c-a072d99ee252,1470,1,00:38:57.441,38,57,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,3.430509,,4339626b-d77e-4b5e-9ea1-c7c7a016883f,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,55.9,45.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,30.17615,2.914297,1.0,Ground Pass,26.5,52.6,38.0,Left Foot,,9fb17418-dd1a-412c-86e0-d17c4d000d42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526e987-c741-4897-ac01-619fddabd6fa,1472,1,00:39:00.872,39,0,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,0.991047,,286ff3bf-9459-4e54-9b30-f24a2c8ed819,,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,26.5,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,4.0718546,0.43069252,1.0,Ground Pass,30.2,54.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a8392ca-2f64-43cc-bd99-210b5a7e6405,1475,1,00:39:02.613,39,2,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,2.003067,,3b435812-d04b-4bb6-b2dd-51463607907f,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,31.6,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,27.80018,-1.4009168,1.0,Ground Pass,36.3,26.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac0f050b-ad2f-4ea0-9d5d-19e71f856090,1478,1,00:39:08.256,39,8,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,0.523212,,04a079fd-8773-40f8-830b-1a6b5fc36a93,,7068.0,Marc Bartra Aregall,5.0,Left Center Back,48.0,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,11.2445545,0.67196316,1.0,Ground Pass,56.8,28.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13ddc9bd-224a-46cf-81b3-88ed76020496,1481,1,00:39:10.786,39,10,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,1.368823,,76b78fa9-539a-40a7-8087-c4735421209a,,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,62.8,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,13.013839,1.5246753,1.0,Ground Pass,63.4,48.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62378923-d545-4c5c-bb94-7510c704b104,1484,1,00:39:13.535,39,13,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,0.668782,,02c3fb42-5a07-45d5-84bc-2e0c92659957,,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,64.8,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,9.654015,0.22990443,1.0,Ground Pass,74.2,54.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d23b283c-6611-4913-b686-48fcc50e65bf,1487,1,00:39:15.322,39,15,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,1.41576,,4515d9e9-02ce-4c48-afdc-0797c9f1491d,,3958.0,Pedro Eliezer Rodríguez Ledesma,17.0,Right Wing,73.9,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,22.971287,1.4486011,1.0,Ground Pass,76.7,76.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85ac5031-42e1-49ff-b1a7-28cc02b4dd08,1490,1,00:39:20.715,39,20,30,Pass,80,217,Barcelona,1,Regular Play,217,Barcelona,1.290837,,6f110fb3-2e91-4eda-bbeb-1756ffe156c3,,5503.0,Lionel Andrés Messi Cuccittini,23.0,Center Forward,76.7,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,17.140594,-1.9036165,1.0,Ground Pass,71.1,56.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
