id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,interception,out,foul_won,off_camera,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble,block,foul_committed,ball_recovery,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,pass_body_part_id,pass_body_part_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,duel_type_id,duel_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_technique_id,pass_technique_name,pass_inswinging,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,foul_committed_advantage,foul_won_advantage,clearance_right_foot,clearance_head,dribble_nutmeg,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_goal_assist,pass_through_ball,shot_one_on_one
6e25ce29-f072-43d4-a020-c24448ac3e31,524,1,00:11:54.676,11,54,43,Carry,23,217,Barcelona,4,From Throw In,217,Barcelona,0.6915,,25ba7b7c-8f90-45e9-8820-ebd6a46ea9c6,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,80.5,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2466e85-f75f-483b-a59e-d32e74b4284a,80.1,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25ba7b7c-8f90-45e9-8820-ebd6a46ea9c6,525,1,00:11:55.368,11,55,30,Pass,23,217,Barcelona,4,From Throw In,217,Barcelona,3.0737,,7f08c318-701e-4bb8-80e5-7b93d1d6cd5f,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,80.1,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,57.31492,-2.1094205,3.0,High Pass,50.7,27.4,,,,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f08c318-701e-4bb8-80e5-7b93d1d6cd5f,526,1,00:11:58.441,11,58,42,Ball Receipt*,23,217,Barcelona,4,From Throw In,217,Barcelona,,,25ba7b7c-8f90-45e9-8820-ebd6a46ea9c6,5211,Jordi Alba Ramos,6,Left Back,50.7,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b2d799a-7ba0-413a-ad82-743e52179e65,527,1,00:11:58.441,11,58,43,Carry,23,217,Barcelona,4,From Throw In,217,Barcelona,0.0141,,7f08c318-701e-4bb8-80e5-7b93d1d6cd5f,5211,Jordi Alba Ramos,6,Left Back,50.7,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca027c8c-2105-47c8-aa38-057c93fdbb0e,50.7,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca027c8c-2105-47c8-aa38-057c93fdbb0e,528,1,00:11:58.455,11,58,30,Pass,23,217,Barcelona,4,From Throw In,217,Barcelona,1.979299,,37413038-fe42-4fd8-812a-dc9c12a20eaf,5211,Jordi Alba Ramos,6,Left Back,50.7,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,35.728,0.28368214,3.0,High Pass,85.0,37.4,,,,40.0,Right Foot,98b9ac23-ccf5-44be-87b8-3e49a3f9b3e0,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37413038-fe42-4fd8-812a-dc9c12a20eaf,529,1,00:12:00.435,12,0,42,Ball Receipt*,23,217,Barcelona,4,From Throw In,217,Barcelona,,,ca027c8c-2105-47c8-aa38-057c93fdbb0e,5246,Luis Alberto Suárez Díaz,23,Center Forward,87.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71ab3232-1494-440a-bf8a-8aa896a9217b,546,1,00:12:15.117,12,15,30,Pass,25,217,Barcelona,4,From Throw In,217,Barcelona,1.908136,,cd617402-f3e4-464c-aea7-7a44a61ba22e,4324,Daniel Alves da Silva,2,Right Back,28.4,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,15.508062,-0.6112542,2.0,Low Pass,41.1,71.1,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd617402-f3e4-464c-aea7-7a44a61ba22e,547,1,00:12:17.025,12,17,42,Ball Receipt*,25,217,Barcelona,4,From Throw In,217,Barcelona,,,71ab3232-1494-440a-bf8a-8aa896a9217b,5470,Ivan Rakitić,13,Right Center Midfield,41.1,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c04e360-5b53-4226-9ac3-82b55a8b832c,548,1,00:12:17.025,12,17,30,Pass,25,217,Barcelona,4,From Throw In,217,Barcelona,0.8813,,3c52591e-d69c-41b3-aa75-b000ba1832f5,5470,Ivan Rakitić,13,Right Center Midfield,32.1,64.1,,,,,,,,,,,True,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,14.773287,2.0798671,2.0,Low Pass,24.9,77.0,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c52591e-d69c-41b3-aa75-b000ba1832f5,549,1,00:12:17.906,12,17,42,Ball Receipt*,25,217,Barcelona,4,From Throw In,217,Barcelona,,,0c04e360-5b53-4226-9ac3-82b55a8b832c,4324,Daniel Alves da Silva,2,Right Back,24.9,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98e1c662-c329-4b72-9e2f-596e77eca358,550,1,00:12:19.203,12,19,30,Pass,25,217,Barcelona,4,From Throw In,217,Barcelona,1.6363,,e95782c2-798b-4cde-807e-4889544862d0,4324,Daniel Alves da Silva,2,Right Back,24.9,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,22.506222,-2.6461465,1.0,Ground Pass,5.1,64.9,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e95782c2-798b-4cde-807e-4889544862d0,551,1,00:12:20.839,12,20,42,Ball Receipt*,25,217,Barcelona,4,From Throw In,217,Barcelona,,,98e1c662-c329-4b72-9e2f-596e77eca358,7068,Marc Bartra Aregall,3,Right Center Back,5.1,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3d47601-d600-4935-a9e8-66214ef9521e,552,1,00:12:20.839,12,20,43,Carry,25,217,Barcelona,4,From Throw In,217,Barcelona,1.0859,,e3f3a0e0-bba9-41cd-bb90-6086db8f736d,7068,Marc Bartra Aregall,3,Right Center Back,5.1,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e95782c2-798b-4cde-807e-4889544862d0,6.6,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3f3a0e0-bba9-41cd-bb90-6086db8f736d,553,1,00:12:21.925,12,21,30,Pass,25,217,Barcelona,4,From Throw In,217,Barcelona,2.929,,db5ccd3d-36aa-4015-bc01-199a630b6662,7068,Marc Bartra Aregall,3,Right Center Back,6.6,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,57.590015,-1.072974,3.0,High Pass,34.1,13.7,,,,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db5ccd3d-36aa-4015-bc01-199a630b6662,554,1,00:12:24.854,12,24,42,Ball Receipt*,25,217,Barcelona,4,From Throw In,217,Barcelona,,,e3f3a0e0-bba9-41cd-bb90-6086db8f736d,5211,Jordi Alba Ramos,6,Left Back,34.1,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29685480-99e9-4e90-94ec-7b8ebdbd6424,555,1,00:12:24.854,12,24,43,Carry,25,217,Barcelona,4,From Throw In,217,Barcelona,4.8592,,32f95f90-ace0-47d7-af9e-8b96eeab9eba,5211,Jordi Alba Ramos,6,Left Back,34.1,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db5ccd3d-36aa-4015-bc01-199a630b6662,50.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32f95f90-ace0-47d7-af9e-8b96eeab9eba,556,1,00:12:29.713,12,29,30,Pass,25,217,Barcelona,4,From Throw In,217,Barcelona,0.8544,,18856005-e628-43c2-81c3-d4d78d0555a8,5211,Jordi Alba Ramos,6,Left Back,50.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,7.017834,0.8559877,1.0,Ground Pass,55.3,19.4,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18856005-e628-43c2-81c3-d4d78d0555a8,557,1,00:12:30.567,12,30,42,Ball Receipt*,25,217,Barcelona,4,From Throw In,217,Barcelona,,,32f95f90-ace0-47d7-af9e-8b96eeab9eba,5216,Andrés Iniesta Luján,15,Left Center Midfield,55.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
