id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events,player_id,player_name,position_id,position_name,location_0,location_1,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,carry,ball_receipt,under_pressure,counterpress,out,clearance,ball_recovery,dribble,duel,interception,foul_won,off_camera,goalkeeper,miscontrol,foul_committed,shot,block,substitution,bad_behaviour,related_events_0,pass,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_recipient_id,pass_recipient_name,related_events_1,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_switch,pass_aerial_won,ball_recovery_recovery_failure,miscontrol_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,clearance_aerial_won,foul_won_advantage,foul_won_defensive,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_inswinging,pass_technique_id,pass_technique_name,clearance_left_foot,clearance_right_foot,related_events_3,dribble_nutmeg,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,related_events_4,pass_cross,pass_cut_back,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,foul_committed_card_id,foul_committed_card_name,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,block_offensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,player,position,location
39f8e252-aef6-4846-ae98-b03e9865e389,508,1,00:13:08.050,13,8,43,Carry,37,36,Manchester City,1,Regular Play,36,Manchester City,1.614281,,,19636.0,Paul Bosvelt,9.0,Right Defensive Midfield,47.7,53.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,3ae8b7f0-bc0c-46bc-a9a0-23d27f21f8c1,,,,,,,,c19a6de2-5f3b-4b94-9da8-6cf6d2d379ec,49.9,52.5,,,e05160fc-3a50-4d9b-8a22-698f9be6b028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19a6de2-5f3b-4b94-9da8-6cf6d2d379ec,509,1,00:13:08.119,13,8,17,Pressure,37,36,Manchester City,1,Regular Play,1,Arsenal,0.537425,,,12529.0,Ashley Cole,6.0,Left Back,74.4,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39f8e252-aef6-4846-ae98-b03e9865e389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e05160fc-3a50-4d9b-8a22-698f9be6b028,510,1,00:13:09.664,13,9,30,Pass,37,36,Manchester City,1,Regular Play,36,Manchester City,1.583103,,,19636.0,Paul Bosvelt,9.0,Right Defensive Midfield,49.9,52.5,12.5706005,-2.0593498,1.0,Ground Pass,44.0,41.4,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,17f50c00-c878-437f-b2e3-0060a3f0b7ba,,,,,,40218.0,Sylvain Distin,2dce1bc4-b1c5-4639-a0e3-84404fdb0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17f50c00-c878-437f-b2e3-0060a3f0b7ba,511,1,00:13:11.247,13,11,42,Ball Receipt*,37,36,Manchester City,1,Regular Play,36,Manchester City,,,,40218.0,Sylvain Distin,5.0,Left Center Back,42.3,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e05160fc-3a50-4d9b-8a22-698f9be6b028,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dce1bc4-b1c5-4639-a0e3-84404fdb0065,512,1,00:13:11.247,13,11,10,Interception,37,36,Manchester City,1,Regular Play,1,Arsenal,0.0,,,15754.0,Fredrik Ljungberg,12.0,Right Midfield,76.1,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e05160fc-3a50-4d9b-8a22-698f9be6b028,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad75da91-6ef6-4900-a776-9552b0b6c89a,513,1,00:13:12.752,13,12,30,Pass,37,36,Manchester City,1,Regular Play,36,Manchester City,3.188417,,,40217.0,Trevor Sinclair,16.0,Left Midfield,45.7,27.4,41.71199,-3.0407312,1.0,Ground Pass,4.2,23.2,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,b6aa923c-31a8-4e5e-8769-c0ed519c49e7,,,,,,15409.0,David Seaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6aa923c-31a8-4e5e-8769-c0ed519c49e7,514,1,00:13:15.940,13,15,42,Ball Receipt*,37,36,Manchester City,1,Regular Play,36,Manchester City,,,,15409.0,David Seaman,1.0,Goalkeeper,4.2,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad75da91-6ef6-4900-a776-9552b0b6c89a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb594547-ac9d-4695-bb61-4befba6a6750,515,1,00:13:15.940,13,15,43,Carry,37,36,Manchester City,1,Regular Play,36,Manchester City,2.879896,,,15409.0,David Seaman,1.0,Goalkeeper,4.2,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cea1176-b3e8-4a63-8a4c-394208fd1a0a,,,,,,,,b6aa923c-31a8-4e5e-8769-c0ed519c49e7,11.8,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cea1176-b3e8-4a63-8a4c-394208fd1a0a,516,1,00:13:18.820,13,18,30,Pass,37,36,Manchester City,1,Regular Play,36,Manchester City,2.786073,,,15409.0,David Seaman,1.0,Goalkeeper,11.8,24.4,60.63992,-0.036287695,3.0,High Pass,72.4,22.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,10fd9f9f-5716-4f36-8af5-d706d99af53c,,,,,,40217.0,Trevor Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10fd9f9f-5716-4f36-8af5-d706d99af53c,517,1,00:13:21.606,13,21,42,Ball Receipt*,37,36,Manchester City,1,Regular Play,36,Manchester City,,,,40217.0,Trevor Sinclair,16.0,Left Midfield,72.4,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cea1176-b3e8-4a63-8a4c-394208fd1a0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859981a-26eb-431b-b704-12932e8e81bc,518,1,00:13:21.651,13,21,30,Pass,37,36,Manchester City,1,Regular Play,36,Manchester City,1.774241,,,40217.0,Trevor Sinclair,16.0,Left Midfield,72.4,22.2,39.455544,1.4819721,3.0,High Pass,75.9,61.5,37.0,Head,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,6f088987-5883-4d57-8d69-4cda14303bbf,,,,,,15519.0,Nicolas Anelka,d0246a83-10e9-4e97-80aa-dcd26cfed63d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0246a83-10e9-4e97-80aa-dcd26cfed63d,519,1,00:13:23.425,13,23,42,Ball Receipt*,37,36,Manchester City,1,Regular Play,36,Manchester City,,,,15519.0,Nicolas Anelka,24.0,Left Center Forward,81.3,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5859981a-26eb-431b-b704-12932e8e81bc,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
