id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,under_pressure,counterpress,clearance,out,foul_committed,interception,foul_won,dribble,duel,shot,goalkeeper,miscontrol,block,ball_recovery,substitution,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_type_id,duel_type_name,pass_aerial_won,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_goal_assist
eed360ec-eea5-4ec5-9fa0-23d5e07cd4e9,2484,2,00:14:39.701,59,39,30,Pass,123,217,Barcelona,9,From Kick Off,217,Barcelona,0.8481,,314c43df-42a0-461e-9e0c-ae73a3dfcc75,,4320,Neymar da Silva Santos Junior,21,Left Wing,109.6,23.9,5503.0,Lionel Andrés Messi Cuccittini,11.543396,1.9062446,1.0,Ground Pass,105.8,34.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,10528bc0-2446-4609-8119-7c53efd9edaf,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314c43df-42a0-461e-9e0c-ae73a3dfcc75,2485,2,00:14:40.549,59,40,42,Ball Receipt*,123,217,Barcelona,9,From Kick Off,217,Barcelona,,,eed360ec-eea5-4ec5-9fa0-23d5e07cd4e9,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,105.8,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10528bc0-2446-4609-8119-7c53efd9edaf,2486,2,00:14:40.561,59,40,16,Shot,123,217,Barcelona,9,From Kick Off,217,Barcelona,0.7685,,4430f12f-1c2f-4154-8292-476ca786d496,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,106.0,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07153651,120.0,35.4,2.0,eed360ec-eea5-4ec5-9fa0-23d5e07cd4e9,93.0,Normal,38.0,Left Foot,87.0,Open Play,98.0,Off T,True,112.6,22.8,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,True,118.4,38.5,6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,False,111.2,48.9,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,112.6,45.4,4353.0,Aymeric Laporte,5.0,Left Center Back,False,111.4,39.5,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,True,93.7,57.1,5470.0,Ivan Rakitić,13.0,Right Center Midfield,True,96.2,55.6,6842.0,Iker Muniain Goñi,21.0,Left Wing,False,100.5,31.0,11746.0,Unai López Cabrera,19.0,Center Attacking Midfield,False,103.5,40.0,6656.0,Mikel Rico Moreno,13.0,Right Center Midfield,False,100.7,47.8,6389.0,Mikel San José Domínguez,15.0,Left Center Midfield,False,103.8,53.6,26788.0,Jon Aurtenetxe Borde,6.0,Left Back,False,112.6,24.6,6649.0,Óscar de Marcos Arana,2.0,Right Back,False,107.9,33.0,6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430f12f-1c2f-4154-8292-476ca786d496,2487,2,00:14:41.330,59,41,23,Goal Keeper,123,217,Barcelona,9,From Kick Off,215,Athletic Club,0.0,,10528bc0-2446-4609-8119-7c53efd9edaf,,6576,Gorka Iraizoz Moreno,1,Goalkeeper,1.7,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,41.6,32.0,Shot Faced,44.0,Set,,,,,,,,,,,,,,,,,,,,,,
e1353ffe-b941-426c-a81c-6b827a38805f,2541,2,00:15:53.017,60,53,30,Pass,127,217,Barcelona,1,Regular Play,217,Barcelona,2.655,,cc6517e5-e4df-4c4f-b833-1339a6d925c0,,5246,Luis Alberto Suárez Díaz,23,Center Forward,20.5,62.8,20131.0,Xavier Hernández Creus,49.323524,-1.0036006,1.0,Ground Pass,47.0,21.2,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0bd6d27-4705-48e4-8046-60c240b5fbf2,2542,2,00:15:55.055,60,55,17,Pressure,127,217,Barcelona,1,Regular Play,215,Athletic Club,0.7942,,1d32d744-389d-41ab-9960-e4644890d0f8,,6649,Óscar de Marcos Arana,2,Right Back,68.9,58.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,b9d9d3fc-69d7-4931-b020-f4c302442585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc6517e5-e4df-4c4f-b833-1339a6d925c0,,,,,,,,,,,,,,,,,,,,,
cc6517e5-e4df-4c4f-b833-1339a6d925c0,2543,2,00:15:55.672,60,55,42,Ball Receipt*,127,217,Barcelona,1,Regular Play,217,Barcelona,,,a0bd6d27-4705-48e4-8046-60c240b5fbf2,,20131,Xavier Hernández Creus,15,Left Center Midfield,47.0,21.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,e1353ffe-b941-426c-a81c-6b827a38805f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9d9d3fc-69d7-4931-b020-f4c302442585,2544,2,00:15:55.672,60,55,43,Carry,127,217,Barcelona,1,Regular Play,217,Barcelona,0.040000003,,1d32d744-389d-41ab-9960-e4644890d0f8,,20131,Xavier Hernández Creus,15,Left Center Midfield,47.0,21.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,a0bd6d27-4705-48e4-8046-60c240b5fbf2,48.2,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc6517e5-e4df-4c4f-b833-1339a6d925c0,,,,,,,,,,,,,,,,,,,,,
1d32d744-389d-41ab-9960-e4644890d0f8,2545,2,00:15:55.712,60,55,30,Pass,127,217,Barcelona,1,Regular Play,217,Barcelona,1.0865,,76c99c9e-9c5f-4f89-aef4-f5262c1621e7,,20131,Xavier Hernández Creus,15,Left Center Midfield,48.2,21.8,5503.0,Lionel Andrés Messi Cuccittini,18.755533,1.0642157,1.0,Ground Pass,57.3,38.2,38.0,Left Foot,,,,,True,,,,,,,,,,,,,,,,,a0bd6d27-4705-48e4-8046-60c240b5fbf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76c99c9e-9c5f-4f89-aef4-f5262c1621e7,2546,2,00:15:56.799,60,56,42,Ball Receipt*,127,217,Barcelona,1,Regular Play,217,Barcelona,,,1d32d744-389d-41ab-9960-e4644890d0f8,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,57.3,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd03bb1e-ce12-4a6c-8447-fd2f41161d41,2547,2,00:15:56.799,60,56,43,Carry,127,217,Barcelona,1,Regular Play,217,Barcelona,1.32,,73e9aeef-6cad-4dbc-b858-eab5f08c12a7,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,57.3,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76c99c9e-9c5f-4f89-aef4-f5262c1621e7,65.7,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73e9aeef-6cad-4dbc-b858-eab5f08c12a7,2548,2,00:15:58.119,60,58,30,Pass,127,217,Barcelona,1,Regular Play,217,Barcelona,1.767,,c988c39d-c15b-4eff-9b22-66611cfd1cf4,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,65.7,28.7,4320.0,Neymar da Silva Santos Junior,20.87223,-0.54945785,1.0,Ground Pass,83.5,17.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,feb89df9-9518-4e12-a05b-c123ceae8ae7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,
c988c39d-c15b-4eff-9b22-66611cfd1cf4,2549,2,00:15:59.886,60,59,42,Ball Receipt*,127,217,Barcelona,1,Regular Play,217,Barcelona,,,73e9aeef-6cad-4dbc-b858-eab5f08c12a7,,4320,Neymar da Silva Santos Junior,21,Left Wing,83.7,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,
feb89df9-9518-4e12-a05b-c123ceae8ae7,2550,2,00:15:59.886,60,59,10,Interception,127,217,Barcelona,1,Regular Play,215,Athletic Club,0.0,,73e9aeef-6cad-4dbc-b858-eab5f08c12a7,,6788,Xabier Etxeita Gorritxategi,3,Right Center Back,36.6,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,
012d6757-4c6d-4f1c-9851-f59168570fa4,2551,2,00:15:59.886,60,59,43,Carry,127,217,Barcelona,1,Regular Play,215,Athletic Club,3.4951,,40897ebf-0aad-48b3-a56d-b5f995c61acb,,6788,Xabier Etxeita Gorritxategi,3,Right Center Back,36.6,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feb89df9-9518-4e12-a05b-c123ceae8ae7,35.9,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40897ebf-0aad-48b3-a56d-b5f995c61acb,2552,2,00:16:03.381,61,3,30,Pass,127,217,Barcelona,1,Regular Play,215,Athletic Club,1.3456,,85410609-3626-4af3-8c98-0da651dcc173,,6788,Xabier Etxeita Gorritxategi,3,Right Center Back,35.9,64.0,6842.0,Iker Muniain Goñi,16.690416,0.18682016,1.0,Ground Pass,52.3,67.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
